,Key,jpath
552,marks[ 	]*obtained,"['education', 'performancescale']"
553,aggregate,"['education', 'performancescale']"
554,aggregate,"['education', 'performancescale']"
555,aggregate[ 	]*(%),"['education', 'performancescale']"
556,sgpa/,"['education', 'performancescale']"
557,cgpa/[ 	]*%,"['education', 'performancescale']"
558,grade,"['education', 'performancescale']"
559,percentage[ 	]*secured,"['education', 'performancescale']"
560,division,"['education', 'performancescale']"
561,c.g.p.a/%,"['education', 'performancescale']"
562,,"['education', 'startyear']"
563,qualification,"['education', 'courses']"
564,qualifications[ 	]*summary,"['education', 'courses']"
565,qualification,"['education', 'courses']"
566,class,"['education', 'courses']"
567,class/course,"['education', 'courses']"
568,class/degree,"['education', 'courses']"
569,class,"['education', 'courses']"
570,exam,"['education', 'courses']"
571,examination[ 	]*passed,"['education', 'courses']"
572,examination,"['education', 'courses']"
573,exam/degree,"['education', 'courses']"
574,examination,"['education', 'courses']"
575,exam,"['education', 'courses']"
576,examination[ 	]*university,"['education', 'courses']"
577,examination[ 	]*passed,"['education', 'courses']"
578,academic[ 	]*qualifications,"['education', 'courses']"
579,courses[ 	]*/[ 	]*certificate,"['education', 'courses']"
580,professional[ 	]*(&|and)[ 	]*academic[ 	]*qualification,"['education', 'courses']"
581,degree/course,"['education', 'courses']"
582,degree/certificate,"['education', 'courses']"
583,degree/certification,"['education', 'courses']"
584,degree/course,"['education', 'courses']"
585,degree/[ 	]*course,"['education', 'courses']"
586,degree,"['education', 'courses']"
587,qualifications[ 	]*summary,"['education', 'courses']"
588,mini[ 	]*project,"['education', 'projects']"
589,major[ 	]*project,"['education', 'projects']"
590,final[ 	]*year[ 	]*project,"['education', 'projects']"
591,projects,"['education', 'projects']"
592,project[ 	]*undertaken,"['education', 'projects']"
593,academic[ 	]*project,"['education', 'projects']"
594,project[ 	]*title,"['education', 'projects']"
595,project[ 	]*link,"['education', 'projects']"
596,others,"['education', 'others']"
597,place,"['education', 'others']"
598,duration,"['education', 'others']"
599,batch,"['education', 'others']"
600,team[ 	]*size,"['education', 'others']"
601,location,"['education', 'others']"
602,skillset,"['education', 'others']"
603,domain[ 	]*(&|and)[ 	]*i.t.[ 	]*skills,"['education', 'others']"
604,tool[ 	]*knowledge,"['education', 'others']"
605,dates[ 	]*attended,"['education', 'others']"
606,level,"['education', 'others']"
607,period,"['education', 'others']"
608,award[ 	]*(&|and)[ 	]*achievements,"['awards', 'title']"
609,training(&|and)[ 	]*certifications,"['awards', 'title']"
610,achievement[ 	]*highlights,"['awards', 'title']"
611,extra-curricular[ 	]*activities,"['awards', 'title']"
612,training[ 	]*experience,"['awards', 'title']"
613,,"['awards', 'date']"
614,,"['awards', 'awarder']"
615,,"['awards', 'summary']"
616,research[ 	]*(&|and)[ 	]*publications,"['publications', 'name']"
617,published[ 	]*titles,"['publications', 'name']"
618,,"['publications', 'publisher']"
619,,"['publications', 'releasedate']"
620,,"['publications', 'url']"
621,,"['publications', 'summary']"
622,,"['skills', 'name']"
623,level,"['skills', 'proficiency_level']"
624,,"['skills', 'last_used_year']"
625,,"['skills', 'self_rate']"
626,,"['skills', 'years_used']"
627,technical[ 	]*skills,"['skills', 'keywords']"
628,working[ 	]*skill,"['skills', 'keywords']"
629,behavior[ 	]*skills,"['skills', 'keywords']"
630,software[ 	]*skills,"['skills', 'keywords']"
631,key[ 	]*domain[ 	]*(&|and)[ 	]*technical[ 	]*knowledge,"['skills', 'keywords']"
632,co-curricular[ 	]*activities/[ 	]*achievements,"['skills', 'keywords']"
633,accomplishments,"['skills', 'keywords']"
634,achievement,"['skills', 'keywords']"
635,extra[ 	]*curriculum,"['skills', 'keywords']"
636,extra-curricular[ 	]*activity,"['skills', 'keywords']"
637,achivements[ 	]*(&|and)[ 	]*extra[ 	]*curricular[ 	]*activity,"['skills', 'keywords']"
638,professional[ 	]*trainings,"['skills', 'keywords']"
639,industrial[ 	]*training,"['skills', 'keywords']"
640,co-curricularactivities,"['skills', 'keywords']"
641,career[ 	]*interests,"['skills', 'keywords']"
642,other[ 	]*notable[ 	]*qualifications,"['skills', 'keywords']"
643,extra[ 	]*curricullar[ 	]*activities,"['skills', 'keywords']"
644,highlights,"['skills', 'keywords']"
645,declarations,"['skills', 'keywords']"
646,significant[ 	]*highlight,"['skills', 'keywords']"
647,training[ 	]*programs,"['skills', 'keywords']"
648,areas[ 	]*of[ 	]*interest,"['skills', 'keywords']"
649,declaration,"['skills', 'keywords']"
650,interest[ 	]*(&|and)[ 	]*hobbies,"['skills', 'keywords']"
651,reward[ 	]*(&|and)[ 	]*recognition,"['skills', 'keywords']"
652,reward[ 	]*(&|and)[ 	]*recognitions,"['skills', 'keywords']"
653,summertraining,"['skills', 'keywords']"
654,rewards(&|and)achievements,"['skills', 'keywords']"
655,extra-curricularactivities,"['skills', 'keywords']"
656,characteristic[ 	]*strengths,"['skills', 'keywords']"
657,knowledge[ 	]*base/technical[ 	]*skills,"['skills', 'keywords']"
658,proficient[ 	]*in,"['skills', 'keywords']"
659,skills[ 	]*(&|and)[ 	]*knowledge[ 	]*acquired[ 	]*through[ 	]*education[ 	]*(&|and)[ 	]*experience,"['skills', 'keywords']"
660,functional[ 	]*skills,"['skills', 'keywords']"
661,technical[ 	]*expertise,"['skills', 'keywords']"
662,computer[ 	]*skill[ 	]*set,"['skills', 'keywords']"
663,professional[ 	]*strengths,"['skills', 'keywords']"
664,database[ 	]*technologies[ 	]*(&|and)[ 	]*skill[ 	]*sets,"['skills', 'keywords']"
665,technology[ 	]*toolsets,"['skills', 'keywords']"
666,core[ 	]*competency,"['skills', 'keywords']"
667,it[ 	]*skills,"['skills', 'keywords']"
668,it[ 	]*skills,"['skills', 'keywords']"
669,core[ 	]*competencies,"['skills', 'keywords']"
670,core[ 	]*competencies,"['skills', 'keywords']"
671,interpersonal[ 	]*skills,"['skills', 'keywords']"
672,computer[ 	]*certification,"['skills', 'keywords']"
673,technical[ 	]*proficiencies,"['skills', 'keywords']"
674,technical[ 	]*expertise,"['skills', 'keywords']"
675,technical[ 	]*knowledge,"['skills', 'keywords']"
676,technical[ 	]*proficiency,"['skills', 'keywords']"
677,technical[ 	]*knowledge,"['skills', 'keywords']"
678,technical[ 	]*skills,"['skills', 'keywords']"
679,technical[ 	]*skills,"['skills', 'keywords']"
680,key[ 	]*strengths,"['skills', 'keywords']"
681,key[ 	]*strength,"['skills', 'keywords']"
682,technical[ 	]*skills,"['skills', 'keywords']"
683,other[ 	]*skills,"['skills', 'keywords']"
684,other[ 	]*skills,"['skills', 'keywords']"
685,technical[ 	]*cognizance,"['skills', 'keywords']"
686,technical[ 	]*skill[ 	]*set,"['skills', 'keywords']"
687,information[ 	]*technlogy[ 	]*skills,"['skills', 'keywords']"
688,technical[ 	]*skills[ 	]*(&|and)[ 	]*knowledge,"['skills', 'keywords']"
689,key[ 	]*skill[ 	]*sets,"['skills', 'keywords']"
690,career[ 	]*skills[ 	]*/[ 	]*knowledge,"['skills', 'keywords']"
691,excellence[ 	]*sphere,"['skills', 'keywords']"
692,excellence,"['skills', 'keywords']"
693,technical[ 	]*skills,"['skills', 'keywords']"
694,technical[ 	]*qualifications,"['skills', 'keywords']"
695,key[ 	]*skills,"['skills', 'keywords']"
696,technical[ 	]*qualification,"['skills', 'keywords']"
697,additional[ 	]*professional[ 	]*skills,"['skills', 'keywords']"
698,computer[ 	]*knowledge,"['skills', 'keywords']"
699,personal[ 	]*skills,"['skills', 'keywords']"
700,strength,"['skills', 'keywords']"
701,strengths,"['skills', 'keywords']"
702,software[ 	]*proficiency,"['skills', 'keywords']"
703,software[ 	]*proficiency,"['skills', 'keywords']"
704,excellence,"['skills', 'keywords']"
705,leadership[ 	]*skills,"['skills', 'keywords']"
706,skill[ 	]*sets,"['skills', 'keywords']"
707,skills[ 	]*(&|and)[ 	]*strengths,"['skills', 'keywords']"
708,skill[ 	]*summary,"['skills', 'keywords']"
709,skill[ 	]*sets,"['skills', 'keywords']"
710,skills,"['skills', 'keywords']"
711,skillset,"['skills', 'keywords']"
712,skills[ 	]*set,"['skills', 'keywords']"
713,skills[ 	]*(&|and)[ 	]*knowledge[ 	]*acquired[ 	]*through[ 	]*education[ 	]*(&|and)[ 	]*experience,"['skills', 'keywords']"
714,skills,"['skills', 'keywords']"
715,skills[ 	]*set,"['skills', 'keywords']"
716,skills[ 	]*(&|and)[ 	]*proficiencies,"['skills', 'keywords']"
717,skills[ 	]*summary,"['skills', 'keywords']"
718,skills[ 	]*(&|and)[ 	]*knowledge[ 	]*acquired[ 	]*through[ 	]*experience[ 	]*(&|and)[ 	]*training,"['skills', 'keywords']"
719,skills[ 	]*(&|and)[ 	]*abilities,"['skills', 'keywords']"
720,skill[ 	]*set,"['skills', 'keywords']"
721,skills[ 	]*profile,"['skills', 'keywords']"
722,skill/strenth,"['skills', 'keywords']"
723,skills[ 	]*(&|and)[ 	]*strenghts,"['skills', 'keywords']"
724,skills[ 	]*summary,"['skills', 'keywords']"
725,skills[ 	]*summary,"['skills', 'keywords']"
726,skill[ 	]*set,"['skills', 'keywords']"
727,strength,"['skills', 'keywords']"
728,strength[ 	]*(&|and)[ 	]*skills,"['skills', 'keywords']"
729,strengths[ 	]*(&|and)[ 	]*weakness,"['skills', 'keywords']"
730,strength,"['skills', 'keywords']"
731,strengths,"['skills', 'keywords']"
732,,"['languages', 'language']"
733,,"['languages', 'fluency']"
734,participation[ 	]*(&|and)[ 	]*achievements,"['interests', 'name']"
735,hobbies[ 	]*/[ 	]*interests,"['interests', 'name']"
736,trainings,"['interests', 'name']"
737,other[ 	]*certification,"['interests', 'name']"
738,training/certification[ 	]*details,"['interests', 'name']"
739,trainings[ 	]*(&|and)[ 	]*achievements,"['interests', 'name']"
740,certifications,"['interests', 'name']"
741,award[ 	]*details,"['interests', 'name']"
742,training[ 	]*(&|and)[ 	]*certification,"['interests', 'name']"
743,extracurricular[ 	]*activities,"['interests', 'name']"
744,certified[ 	]*courses,"['interests', 'name']"
745,course[ 	]*(&|and)[ 	]*certification,"['interests', 'name']"
746,achievements,"['interests', 'name']"
747,achievements/extra-curricular,"['interests', 'name']"
748,achievements,"['interests', 'name']"
749,technical[ 	]*certification,"['interests', 'name']"
750,internship[ 	]*experience,"['interests', 'name']"
751,internship,"['interests', 'name']"
752,internship,"['interests', 'name']"
753,internships,"['interests', 'name']"
754,internship/training,"['interests', 'name']"
755,certification,"['interests', 'name']"
756,certifications,"['interests', 'name']"
757,certifications[ 	]*(&|and)[ 	]*accomplishments,"['interests', 'name']"
758,certification,"['interests', 'name']"
759,certifications/licenses,"['interests', 'name']"
760,certifications,"['interests', 'name']"
761,certification[ 	]*(&|and)[ 	]*education,"['interests', 'name']"
762,certification[ 	]*details,"['interests', 'name']"
763,certification/s,"['interests', 'name']"
764,certification/professional[ 	]*awards,"['interests', 'name']"
765,awards,"['interests', 'name']"
766,awards,"['interests', 'name']"
767,awards[ 	]*(&|and)[ 	]*achievements,"['interests', 'name']"
768,awards[ 	]*(&|and)[ 	]*accomplishments,"['interests', 'name']"
769,extra[ 	]*curricular[ 	]*activities,"['interests', 'name']"
770,technical[ 	]*forte,"['interests', 'name']"
771,awards[ 	]*(&|and)[ 	]*recognitions,"['interests', 'name']"
772,awards[ 	]*(&|and)[ 	]*certificate,"['interests', 'name']"
773,awards[ 	]*(&|and)[ 	]*extra[ 	]*curricular[ 	]*activities,"['interests', 'name']"
774,awards[ 	]*(&|and)[ 	]*achievements,"['interests', 'name']"
775,awards[ 	]*(&|and)[ 	]*recognitions,"['interests', 'name']"
776,extra[ 	]*curricular[ 	]*activties,"['interests', 'name']"
777,interests,"['interests', 'name']"
778,hobbies,"['interests', 'name']"
779,interests[ 	]*(&|and)[ 	]*hobbies,"['interests', 'name']"
780,interests,"['interests', 'name']"
781,interests,"['interests', 'name']"
782,interests[ 	]*(&|and)[ 	]*hobbies,"['interests', 'name']"
783,hobbies,"['interests', 'name']"
784,hobbies(&|and)interests,"['interests', 'name']"
785,hobbies,"['interests', 'name']"
786,hobbies[ 	]*(&|and)[ 	]*interest,"['interests', 'name']"
787,co-curricular[ 	]*activities,"['interests', 'name']"
788,hobbies[ 	]*/[ 	]*interests,"['interests', 'name']"
789,hobbies[ 	]*(&|and)[ 	]*interest,"['interests', 'name']"
790,achievements[ 	]*(&|and)[ 	]*accomplishments,"['interests', 'name']"
791,achievements[ 	]*(&|and)[ 	]*extra[ 	]*curricular[ 	]*activities,"['interests', 'name']"
792,achievements[ 	]*(&|and)[ 	]*awards,"['interests', 'name']"
793,,"['interests', 'keywords']"
794,,"['references', 'name']"
795,,"['references', 'reference']"
796,projects,"['projects', 'name']"
797,project[ 	]*name,"['projects', 'name']"
798,project[ 	]*name,"['projects', 'name']"
799,project[ 	]*name,"['projects', 'name']"
800,preceeding[ 	]*assignments,"['projects', 'name']"
801,key[ 	]*project[ 	]*h(&|and)led,"['projects', 'name']"
802,project[ 	]*overview,"['projects', 'name']"
803,project[ 	]*experience[ 	]*highlights,"['projects', 'name']"
804,project[ 	]*profile,"['projects', 'name']"
805,project[ 	]*profile,"['projects', 'name']"
806,project,"['projects', 'name']"
807,project[ 	]*06,"['projects', 'name']"
808,project[ 	]*location,"['projects', 'name']"
809,projects[ 	]*(&|and)[ 	]*workshops,"['projects', 'name']"
810,project[ 	]*abstract,"['projects', 'name']"
811,project[ 	]*1,"['projects', 'name']"
812,project[ 	]*#[ 	]*2,"['projects', 'name']"
813,project[ 	]*profile[ 	]*1,"['projects', 'name']"
814,key[ 	]*project[ 	]*h(&|and)led,"['projects', 'name']"
815,project#4,"['projects', 'name']"
816,project[ 	]*overview,"['projects', 'name']"
817,project[ 	]*management,"['projects', 'name']"
818,project[ 	]*#[ 	]*3,"['projects', 'name']"
819,project[ 	]*08,"['projects', 'name']"
820,projects[ 	]*details,"['projects', 'name']"
821,project[ 	]*summary,"['projects', 'name']"
822,project[ 	]*details,"['projects', 'name']"
823,project[ 	]*details,"['projects', 'name']"
824,projecttitle,"['projects', 'name']"
825,project#2,"['projects', 'name']"
826,project[ 	]*coordination,"['projects', 'name']"
827,projects[ 	]*undertaken,"['projects', 'name']"
828,projects[ 	]*(&|and)[ 	]*workshops,"['projects', 'name']"
829,project[ 	]*09,"['projects', 'name']"
830,project[ 	]*name,"['projects', 'name']"
831,project[ 	]*objective,"['projects', 'name']"
832,project-3,"['projects', 'name']"
833,project#2,"['projects', 'name']"
834,project[ 	]*#[ 	]*1,"['projects', 'name']"
835,project[ 	]*detail,"['projects', 'name']"
836,project[ 	]*undertaken,"['projects', 'name']"
837,project[ 	]*07,"['projects', 'name']"
838,project[ 	]*duration,"['projects', 'name']"
839,project[ 	]*client,"['projects', 'name']"
840,project[ 	]*6,"['projects', 'name']"
841,project[ 	]*profile,"['projects', 'name']"
842,projects[ 	]*profile,"['projects', 'name']"
843,projects[ 	]*summary,"['projects', 'name']"
844,project[ 	]*3,"['projects', 'name']"
845,project#1,"['projects', 'name']"
846,project[ 	]*#[ 	]*4,"['projects', 'name']"
847,project#3,"['projects', 'name']"
848,project[ 	]*(&|and)[ 	]*people[ 	]*management,"['projects', 'name']"
849,project[ 	]*10,"['projects', 'name']"
850,project[ 	]*2,"['projects', 'name']"
851,project[ 	]*worked[ 	]*on,"['projects', 'name']"
852,project[ 	]*domain,"['projects', 'name']"
853,project#1,"['projects', 'name']"
854,project[ 	]*ii,"['projects', 'name']"
855,project[ 	]*01,"['projects', 'name']"
856,project[ 	]*responsibilities,"['projects', 'name']"
857,project#1[ 	]*(final[ 	]*semester[ 	]*project[ 	]*),"['projects', 'name']"
858,project[ 	]*title,"['projects', 'name']"
859,project[ 	]*iii,"['projects', 'name']"
860,projects,"['projects', 'name']"
861,project[ 	]*i,"['projects', 'name']"
862,project[ 	]*4,"['projects', 'name']"
863,project[ 	]*05,"['projects', 'name']"
864,project[ 	]*description,"['projects', 'name']"
865,project[ 	]*link,"['projects', 'name']"
866,project[ 	]*name,"['projects', 'name']"
867,project[ 	]*03,"['projects', 'name']"
868,project[ 	]*profile[ 	]*1,"['projects', 'name']"
869,projects[ 	]*h(&|and)led,"['projects', 'name']"
870,project[ 	]*5,"['projects', 'name']"
871,project[ 	]*description,"['projects', 'name']"
872,project[ 	]*02,"['projects', 'name']"
873,project[ 	]*name,"['projects', 'name']"
874,project[ 	]*04,"['projects', 'name']"
875,project,"['projects', 'name']"
876,product[ 	]*h(&|and)led,"['projects', 'name']"
877,project[ 	]*description,"['projects', 'description']"
878,project[ 	]*description,"['projects', 'description']"
879,project[ 	]*objective,"['projects', 'description']"
880,descriptions,"['projects', 'description']"
881,highlights[ 	]*of[ 	]*achievement,"['projects', 'highlights']"
882,program[ 	]*languages,"['projects', 'keywords']"
883,key[ 	]*accountabilities,"['projects', 'keywords']"
884,joined,"['projects', 'startdate']"
885,currently[ 	]*working,"['projects', 'enddate']"
886,currently[ 	]*working,"['projects', 'enddate']"
887,employment[ 	]*date,"['projects', 'enddate']"
888,major[ 	]*project,"['projects', 'enddate']"
889,current[ 	]*projects,"['projects', 'enddate']"
890,current[ 	]*employer,"['projects', 'enddate']"
891,current[ 	]*projects,"['projects', 'enddate']"
892,current[ 	]*project,"['projects', 'enddate']"
893,current[ 	]*company,"['projects', 'enddate']"
894,current[ 	]*organization[ 	]*details,"['projects', 'enddate']"
895,current[ 	]*organization,"['projects', 'enddate']"
896,current[ 	]*designation,"['projects', 'enddate']"
897,project[ 	]*link,"['projects', 'url']"
898,responsibilities,"['projects', 'responsibilities']"
899,roles[ 	]*(&|and)[ 	]*responsibilities[ 	]*in[ 	]*the[ 	]*project,"['projects', 'responsibilities']"
900,responsibilities[ 	]*h(&|and)led,"['projects', 'responsibilities']"
901,responsibilities,"['projects', 'responsibilities']"
902,responsibilities[ 	]*(&|and)[ 	]*duties,"['projects', 'responsibilities']"
903,project[ 	]*description,"['projects', 'responsibilities']"
904,project[ 	]*description,"['projects', 'responsibilities']"
905,responsibilities/feature,"['projects', 'responsibilities']"
906,responsibility,"['projects', 'responsibilities']"
907,role,"['projects', 'responsibilities']"
908,duties,"['projects', 'responsibilities']"
909,roles[ 	]*(&|and)[ 	]*responsibilities,"['projects', 'responsibilities']"
910,roles,"['projects', 'responsibilities']"
911,role[ 	]*(&|and)[ 	]*responsibilities,"['projects', 'responsibilities']"
912,roles[ 	]*(&|and)[ 	]*responsibility,"['projects', 'responsibilities']"
913,role(&|and)[ 	]*responsibilities,"['projects', 'responsibilities']"
914,role/responsibility,"['projects', 'responsibilities']"
915,roles[ 	]*(&|and)[ 	]*responsibilities[ 	]*in[ 	]*the[ 	]*project,"['projects', 'responsibilities']"
916,roles[ 	]*(&|and)[ 	]*activities,"['projects', 'responsibilities']"
917,roles[ 	]*(&|and)[ 	]*responsibilities,"['projects', 'responsibilities']"
918,role,"['projects', 'responsibilities']"
919,roles[ 	]*(&|and)[ 	]*responsibilities,"['projects', 'responsibilities']"
920,roles[ 	]*performed,"['projects', 'responsibilities']"
921,roles[ 	]*(&|and)[ 	]*responsibilities,"['projects', 'responsibilities']"
922,roles(&|and)responsibility,"['projects', 'responsibilities']"
923,roles[ 	]*(&|and)[ 	]*responsibilities,"['projects', 'responsibilities']"
924,roles[ 	]*(&|and)[ 	]*responsibility,"['projects', 'responsibilities']"
925,role,"['projects', 'responsibilities']"
926,role[ 	]*(&|and)[ 	]*responsibilities,"['projects', 'responsibilities']"
927,,"['projects', 'entity']"
928,job[ 	]*type,"['projects', 'type']"
929,declaration,['others']
930,career[ 	]*snapshot,['others']
931,document[ 	]*types[ 	]*(&|and)[ 	]*other[ 	]*deliverables,['others']
